week,activation_id,restaurant_name,location_name,activation_description,activation_start,activation_end,unique_users_count,total_tpv,tpv_vs_baseline,median_check_vs_baseline,marketing_spend,remaining_group_budget,new_users_count,returning_users_count,new_user_percentage
Week 1,"24,576",Bodega (Dine In),Downtown Charleston,"Spend $40 with Blackbird Pay, get $10 in $FLY back",2025-10-31 14:00:00,2025-10-31 16:00:00,0,0.0,-100.0,-100.0,0.0,4930.0,0,0,0.0
Week 1,"25,291",Park & Grove,Downtown,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-31 13:00:00,2025-10-31 17:00:00,5,242.29,148.04,-25.75,20.0,4830.0,1,4,20.0
Week 1,"24,435",Trapizzino,Trapizzino,"Spend $100 with Blackbird Pay, get $25 in $FLY back",2025-10-31 12:00:00,2025-11-01 00:00:00,0,0.0,,,0.0,1125.0,0,0,0.0
Week 1,"24,548",Ma'am Saab,Downtown Charleston,"Spend $35 with Blackbird Pay, get $10 in $FLY back",2025-10-31 11:30:00,2025-10-31 14:00:00,0,0.0,,,0.0,4960.0,0,0,0.0
Week 1,"25,558",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,2025-10-31 11:00:00,2025-10-31 21:00:00,0,0.0,,,0.0,0.0,0,0,0.0
Week 1,"24,384",Brass,NoMad,"Spend $100 with Blackbird Pay, get $50 in $FLY back",2025-10-30 17:00:00,2025-10-30 23:00:00,1,103.17,,,50.0,1125.0,1,0,100.0
Week 1,"25,455",The Archer,East Central,"Spend $80 with Blackbird Pay, get $25 in $FLY back",2025-10-30 17:00:00,2025-10-30 21:00:00,4,472.75,310.15,196.58,100.0,4850.0,3,1,75.0
Week 1,"24,459",The Tusk Bar,NoMad,"Spend $100 with Blackbird Pay, get $50 in $FLY back",2025-10-30 17:00:00,2025-10-30 23:00:00,0,0.0,,,0.0,1125.0,0,0,0.0
Week 1,"22,893",Ace Eat Serve,Uptown,"Spend $100, get $35 FLY back (Pay with Blackbird)",2025-10-30 16:00:00,2025-10-30 22:00:00,1,42.47,,,0.0,2255.0,1,0,100.0
Week 1,"24,644",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",2025-10-30 16:00:00,2025-10-30 19:00:00,2,125.51,,,25.0,0.0,2,0,100.0
Week 1,"24,670",Holy City Brewing,Park Circle - Charleston,"Spend $35 with Blackbird Pay, get $15 in $FLY back",2025-10-30 13:00:00,2025-10-30 17:00:00,8,459.45,266.03,-66.72,75.0,2365.0,3,5,37.5
Week 1,"25,013",Lewis Barbecue,NoMo,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-30 13:00:00,2025-10-30 17:00:00,5,138.71,129.93,2.21,30.0,4850.0,1,4,20.0
Week 1,"24,434",Trapizzino,Trapizzino,"Spend $100 with Blackbird Pay, get $25 in $FLY back",2025-10-30 12:00:00,2025-10-30 22:30:00,0,0.0,,,0.0,1125.0,0,0,0.0
Week 1,"25,268",Taco Boy,Folly Beach,"Spend $50 with Blackbird Pay, get $20 in $FLY back",2025-10-30 12:00:00,2025-10-30 15:00:00,0,0.0,-100.0,-100.0,0.0,4830.0,0,0,0.0
Week 1,"24,547",Ma'am Saab,Downtown Charleston,"Spend $35 with Blackbird Pay, get $10 in $FLY back",2025-10-30 11:30:00,2025-10-30 14:00:00,0,0.0,-100.0,-100.0,0.0,4960.0,0,0,0.0
Week 1,"25,280",Taco Boy,Summerville,"Spend $50 with Blackbird Pay, get $20 in $FLY back",2025-10-30 11:00:00,2025-10-30 15:00:00,0,0.0,-100.0,-100.0,0.0,4830.0,0,0,0.0
Week 1,"25,557",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,2025-10-30 11:00:00,2025-10-30 20:00:00,1,31.23,,,10.0,0.0,1,0,100.0
Week 1,"25,256",Taco Boy,Downtown,"Spend $50 with Blackbird Pay, get $20 in $FLY back",2025-10-30 11:00:00,2025-10-30 15:00:00,6,180.57,25.89,1.87,0.0,4830.0,3,3,50.0
Week 1,"24,603",Bodega (Coffee Counter),Mt. Pleasant ,"Spend $20 with Blackbird Pay, get $5 in $FLY back",2025-10-30 09:00:00,2025-10-30 11:00:00,2,19.73,-72.2,-60.57,0.0,4930.0,0,2,0.0
Week 1,"24,586",Bodega (Coffee Counter),Downtown,"Spend $20 with Blackbird Pay, get $5 in $FLY back",2025-10-30 09:00:00,2025-10-30 11:00:00,1,10.6,-32.57,-32.57,0.0,4930.0,0,1,0.0
Week 1,"24,780",Sagaponack General Store,Sagaponack,Spend $100 get $50 in $FLY,2025-10-30 07:00:00,2025-10-30 19:00:00,2,177.44,-19.32,331.73,50.0,2050.0,0,2,0.0
Week 1,"22,602",Stars Rooftop,Radcliffborough,"Spend $25 with Blackbird Pay, get $10 in $FLY back",2025-10-29 20:00:00,2025-10-30 00:00:00,0,0.0,,,0.0,4670.0,0,0,0.0
Week 1,"25,317",Indigo,Marina,"Spend $90 with Blackbird Pay, get $25 in $FLY back",2025-10-29 17:00:00,2025-10-29 21:00:00,0,0.0,,,0.0,5000.0,0,0,0.0
Week 1,"24,458",The Tusk Bar,NoMad,"Spend $100 with Blackbird Pay, get $50 in $FLY back",2025-10-29 17:00:00,2025-10-29 23:00:00,0,0.0,,,0.0,1125.0,0,0,0.0
Week 1,"24,383",Brass,NoMad,"Spend $100 with Blackbird Pay, get $50 in $FLY back",2025-10-29 17:00:00,2025-10-29 23:00:00,5,834.14,,,250.0,1125.0,4,1,80.0
Week 1,"25,020",Nopalito,NOPA,"Spend $55 with Blackbird Pay, get $20 in $FLY back",2025-10-29 16:30:00,2025-10-29 21:00:00,0,0.0,-100.0,-100.0,0.0,5000.0,0,0,0.0
Week 1,"24,643",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",2025-10-29 16:00:00,2025-10-29 19:00:00,0,0.0,,,0.0,0.0,0,0,0.0
Week 1,"22,892",Ace Eat Serve,Uptown,"Spend $100, get $35 FLY back (Pay with Blackbird)",2025-10-29 16:00:00,2025-10-29 22:00:00,2,95.64,,,0.0,2255.0,0,2,0.0
Week 1,"24,575",Bodega (Dine In),Downtown Charleston,"Spend $40 with Blackbird Pay, get $10 in $FLY back",2025-10-29 14:00:00,2025-10-29 16:00:00,0,0.0,-100.0,-100.0,0.0,4930.0,0,0,0.0
Week 1,"22,566",Dashi,Park Circle,"Spend $45 with Blackbird Pay, get $15 in $FLY back",2025-10-29 14:00:00,2025-10-29 18:00:00,10,296.95,,,30.0,4955.0,1,9,10.0
Week 1,"24,594",Bodega (Coffee Counter),Downtown,"Spend $20 with Blackbird Pay, get $5 in $FLY back",2025-10-29 13:30:00,2025-10-29 15:00:00,0,0.0,-100.0,-100.0,0.0,4930.0,0,0,0.0
Week 1,"24,611",Bodega (Coffee Counter),Mt. Pleasant ,"Spend $20 with Blackbird Pay, get $5 in $FLY back",2025-10-29 13:30:00,2025-10-29 15:00:00,1,16.59,130.1,130.1,0.0,4930.0,0,1,0.0
Week 1,"25,290",Park & Grove,Downtown,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-29 13:00:00,2025-10-29 17:00:00,0,0.0,-100.0,-100.0,0.0,4830.0,0,0,0.0
Week 1,"25,405",Spike's Coffees and Teas,The Castro,"Spend $25 with Blackbird Pay, get $10 in $FLY back",2025-10-29 13:00:00,2025-10-29 17:00:00,4,21.6,211.54,51.0,0.0,2500.0,0,4,0.0
Week 1,"25,267",Taco Boy,Folly Beach,"Spend $50 with Blackbird Pay, get $20 in $FLY back",2025-10-29 12:00:00,2025-10-29 15:00:00,1,6.86,,,0.0,4830.0,0,1,0.0
Week 1,"24,433",Trapizzino,Trapizzino,"Spend $100 with Blackbird Pay, get $25 in $FLY back",2025-10-29 12:00:00,2025-10-29 22:00:00,1,58.79,-76.83,-53.66,0.0,1125.0,0,1,0.0
Week 1,"25,299",Barn Joo ,Union Square,"Spend $45 with Blackbird Pay, get $15 in $FLY back",2025-10-29 12:00:00,2025-10-29 16:00:00,3,127.86,75.38,4.38,15.0,2425.0,1,2,33.33
Week 1,"25,046",Tacolicious,Mission,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-29 12:00:00,2025-10-29 16:00:00,0,0.0,,,0.0,7490.0,0,0,0.0
Week 1,"25,042",Tacolicious,Marina,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-29 12:00:00,2025-10-29 16:00:00,1,75.75,,,10.0,7490.0,1,0,100.0
Week 1,"24,546",Ma'am Saab,Downtown Charleston,"Spend $35 with Blackbird Pay, get $10 in $FLY back",2025-10-29 11:30:00,2025-10-29 14:00:00,0,0.0,,,0.0,4960.0,0,0,0.0
Week 1,"25,556",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,2025-10-29 11:00:00,2025-10-29 20:00:00,0,0.0,,,0.0,0.0,0,0,0.0
Week 1,"25,279",Taco Boy,Summerville,"Spend $50 with Blackbird Pay, get $20 in $FLY back",2025-10-29 11:00:00,2025-10-29 15:00:00,2,29.04,-68.18,-68.62,0.0,4830.0,2,0,100.0
Week 1,"24,678",The Greats of Craft,Midtown East,"Spend $35 with Blackbird Pay, get $15 in $FLY back",2025-10-29 11:00:00,2025-10-29 15:00:00,1,14.89,-70.98,-70.98,0.0,5000.0,1,0,100.0
Week 1,"25,255",Taco Boy,Downtown,"Spend $50 with Blackbird Pay, get $20 in $FLY back",2025-10-29 11:00:00,2025-10-29 15:00:00,0,0.0,-100.0,-100.0,0.0,4830.0,0,0,0.0
Week 1,"24,674",The Greats of Craft,LIC,"Spend $35 with Blackbird Pay, get $15 in $FLY back",2025-10-29 11:00:00,2025-10-29 15:00:00,0,0.0,,,0.0,5000.0,0,0,0.0
Week 1,"25,451",Baguette Magic,James Island,"Spend $25 with Blackbird Pay, get $10 in $FLY back",2025-10-29 10:00:00,2025-10-29 14:00:00,4,139.52,-4.22,43.94,20.0,4970.0,2,2,50.0
Week 1,"25,443",Baguette Magic,West Ashley,"Spend $25 with Blackbird Pay, get $10 in $FLY back",2025-10-29 10:00:00,2025-10-29 14:00:00,2,32.49,-64.73,30.64,10.0,4970.0,0,2,0.0
Week 1,"25,231",Lillian's Market & Cafe,Hampton Park Terrace,"Spend $15 with Blackbird Pay, get $5 in $FLY back",2025-10-29 07:15:00,2025-10-29 12:00:00,5,85.23,-25.62,84.74,15.0,4670.0,1,4,20.0
Week 1,"24,779",Sagaponack General Store,Sagaponack,Spend $100 get $50 in $FLY,2025-10-29 07:00:00,2025-10-29 19:00:00,3,258.42,134.08,218.94,50.0,2050.0,0,3,0.0
Week 1,"24,664",Kato Sake Works,Bushwick,"Spend $40 with Blackbird Pay, get $20 in $FLY back",2025-10-28 17:00:00,2025-10-28 23:00:00,0,0.0,-100.0,-100.0,0.0,0.0,0,0,0.0
Week 1,"24,457",The Tusk Bar,NoMad,"Spend $100 with Blackbird Pay, get $50 in $FLY back",2025-10-28 17:00:00,2025-10-28 23:00:00,0,0.0,-100.0,-100.0,0.0,1125.0,0,0,0.0
Week 1,"25,247",Lillian's Restaurant,Hampton Park Terrace,"Spend $75 with Blackbird Pay, get $25 in $FLY back",2025-10-28 17:00:00,2025-10-28 21:00:00,6,756.55,104.75,82.97,125.0,4670.0,3,3,50.0
Week 1,"22,915",82 Queen,French Quarter,"Spend $75 with Blackbird Pay, get $20 in $FLY back",2025-10-28 17:00:00,2025-10-28 21:00:00,1,103.23,,,20.0,4940.0,0,1,0.0
Week 1,"23,269",Dalila's,Cannonborough Elliotborough,"Spend $45 with Blackbird Pay, get $10 in $FLY back",2025-10-28 17:00:00,2025-10-28 21:00:00,1,11.16,,,0.0,4970.0,0,1,0.0
Week 1,"24,382",Brass,NoMad,"Spend $100 with Blackbird Pay, get $50 in $FLY back",2025-10-28 17:00:00,2025-10-28 23:00:00,2,356.96,,,100.0,1125.0,2,0,100.0
Week 1,"24,642",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",2025-10-28 16:00:00,2025-10-28 19:00:00,0,0.0,-100.0,-100.0,0.0,0.0,0,0,0.0
Week 1,"22,891",Ace Eat Serve,Uptown,"Spend $100, get $35 FLY back (Pay with Blackbird)",2025-10-28 16:00:00,2025-10-28 22:00:00,2,97.07,,,0.0,2255.0,0,2,0.0
Week 1,"22,955",Spicy Moon,East Village,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-28 13:00:00,2025-10-28 17:00:00,1,45.6,,,10.0,4940.0,1,0,100.0
Week 1,"25,425",Bon Banh Mi,Mt. Pleasant,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-28 13:00:00,2025-10-28 17:00:00,1,22.2,-76.73,-26.21,0.0,4940.0,0,1,0.0
Week 1,"22,965",Spicy Moon,Greenwich Village,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-28 13:00:00,2025-10-28 17:00:00,0,0.0,,,0.0,4940.0,0,0,0.0
Week 1,"25,421",Bon Banh Mi,South Mt. Pleasant,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-28 13:00:00,2025-10-28 17:00:00,1,25.74,-27.23,-27.23,0.0,4940.0,0,1,0.0
Week 1,"22,945",Spicy Moon,Chelsea,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-28 13:00:00,2025-10-28 17:00:00,1,54.24,,,10.0,4940.0,1,0,100.0
Week 1,"25,417",Bon Banh Mi,Downtown,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-28 13:00:00,2025-10-28 17:00:00,2,30.47,,,0.0,4940.0,1,1,50.0
Week 1,"22,960",Spicy Moon,Lower East Side,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-28 13:00:00,2025-10-28 17:00:00,1,65.26,,,10.0,4940.0,1,0,100.0
Week 1,"24,432",Trapizzino,Trapizzino,"Spend $100 with Blackbird Pay, get $25 in $FLY back",2025-10-28 12:00:00,2025-10-28 22:00:00,1,196.9,745.06,745.06,25.0,1125.0,1,0,100.0
Week 1,"25,266",Taco Boy,Folly Beach,"Spend $50 with Blackbird Pay, get $20 in $FLY back",2025-10-28 12:00:00,2025-10-28 15:00:00,0,0.0,-100.0,-100.0,0.0,4830.0,0,0,0.0
Week 1,"24,545",Ma'am Saab,Downtown Charleston,"Spend $35 with Blackbird Pay, get $10 in $FLY back",2025-10-28 11:30:00,2025-10-28 14:00:00,2,88.63,343.59,121.8,20.0,4960.0,1,1,50.0
Week 1,"25,278",Taco Boy,Summerville,"Spend $50 with Blackbird Pay, get $20 in $FLY back",2025-10-28 11:00:00,2025-10-28 15:00:00,0,0.0,-100.0,-100.0,0.0,4830.0,0,0,0.0
Week 1,"25,016",Rancho Lewis,NoMo,"Spend $30 with Blackbird Pay, get $10 in $FLY back",2025-10-28 11:00:00,2025-10-28 15:00:00,5,262.56,367.71,151.2,40.0,4850.0,1,4,20.0
Week 1,"25,254",Taco Boy,Downtown,"Spend $50 with Blackbird Pay, get $20 in $FLY back",2025-10-28 11:00:00,2025-10-28 15:00:00,1,61.63,-33.48,11.72,20.0,4830.0,1,0,100.0
Week 1,"24,602",Bodega (Coffee Counter),Mt. Pleasant ,"Spend $20 with Blackbird Pay, get $5 in $FLY back",2025-10-28 09:00:00,2025-10-28 11:00:00,3,32.67,-47.99,-20.22,0.0,4930.0,0,3,0.0
Week 1,"25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,2025-10-28 09:00:00,2025-10-28 17:00:00,0,0.0,,,0.0,0.0,0,0,0.0
Week 1,"24,585",Bodega (Coffee Counter),Downtown,"Spend $20 with Blackbird Pay, get $5 in $FLY back",2025-10-28 09:00:00,2025-10-28 11:00:00,0,0.0,-100.0,-100.0,0.0,4930.0,0,0,0.0
Week 1,"25,246",Lillian's Restaurant,Hampton Park Terrace,"Spend $75 with Blackbird Pay, get $25 in $FLY back",2025-10-27 17:00:00,2025-10-27 21:00:00,1,21.67,-64.21,-28.45,0.0,4670.0,0,1,0.0
Week 1,"24,381",Brass,NoMad,"Spend $100 with Blackbird Pay, get $50 in $FLY back",2025-10-27 17:00:00,2025-10-27 23:00:00,2,213.06,,,100.0,1125.0,2,0,100.0
Week 1,"22,556",Virginia's,East Village,"Spend $50 with Blackbird Pay, get $15 back in $FLY",2025-10-27 17:00:00,2025-10-27 22:30:00,2,106.7,,,30.0,2440.0,2,0,100.0
Week 1,"24,456",The Tusk Bar,NoMad,"Spend $100 with Blackbird Pay, get $50 in $FLY back",2025-10-27 17:00:00,2025-10-27 23:00:00,0,0.0,-100.0,-100.0,0.0,1125.0,0,0,0.0
Week 1,"24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",2025-10-27 16:00:00,2025-10-27 19:00:00,0,0.0,,,0.0,0.0,0,0,0.0
Week 1,"24,574",Bodega (Dine In),Downtown Charleston,"Spend $40 with Blackbird Pay, get $10 in $FLY back",2025-10-27 14:00:00,2025-10-27 16:00:00,0,0.0,-100.0,-100.0,0.0,4930.0,0,0,0.0
Week 1,"24,593",Bodega (Coffee Counter),Downtown,"Spend $20 with Blackbird Pay, get $5 in $FLY back",2025-10-27 13:30:00,2025-10-27 15:00:00,1,32.75,-37.09,81.34,5.0,4930.0,1,0,100.0
Week 1,"24,610",Bodega (Coffee Counter),Mt. Pleasant ,"Spend $20 with Blackbird Pay, get $5 in $FLY back",2025-10-27 13:30:00,2025-10-27 15:00:00,0,0.0,-100.0,-100.0,0.0,4930.0,0,0,0.0
Week 1,"25,298",Barn Joo ,Union Square,"Spend $45 with Blackbird Pay, get $15 in $FLY back",2025-10-27 12:00:00,2025-10-27 16:00:00,1,9.15,-76.46,-76.46,0.0,2425.0,0,1,0.0
Week 1,"24,431",Trapizzino,Trapizzino,"Spend $100 with Blackbird Pay, get $25 in $FLY back",2025-10-27 12:00:00,2025-10-27 21:30:00,0,0.0,-100.0,-100.0,0.0,1125.0,0,0,0.0
Week 1,"25,459",Rosalind Bakery,Financial District,"Spend $25 with Blackbird Pay, get $10 in $FLY back",2025-10-27 11:00:00,2025-10-27 15:00:00,1,18.0,13.83,136.07,0.0,2500.0,0,1,0.0
Week 1,"25,226",Bernie's,Noe Valley,"Spend $25 with Blackbird Pay, get $10 in $FLY back",2025-10-27 10:00:00,2025-10-27 14:00:00,0,0.0,-100.0,-100.0,0.0,2500.0,0,0,0.0
Week 1,"25,230",Lillian's Market & Cafe,Hampton Park Terrace,"Spend $15 with Blackbird Pay, get $5 in $FLY back",2025-10-27 07:15:00,2025-10-27 12:00:00,6,76.21,-21.82,-44.71,15.0,4670.0,1,5,16.67
